ISBE Name,Latitude,Longitude
Sawyer Elem School,41.7353799169,-87.6388060702
Sayre Elem Language Academy,41.9911547557,-87.7459202073
Scammon Elem School,41.7974987802,-87.7049691168
Schmid Elem School,41.6909195444,-87.6586324517
School of Leadership High School,41.8788263693,-87.7246619234
Schubert Elem School,41.9417050407,-87.7321794864
Schurz High School,41.8238525306,-87.6197957432
Senn High School,41.9648004455,-87.7148181431
Seward Elem Communication Arts Ac,42.0169190693999,-87.8141958175
Shabazz International Chrtr Schls,41.8045587817,-87.6244105627
Shabazz International Chrtr Schls,41.7524580405,-87.6002911950999
Shabazz International Chrtr Schls,41.7673906771999,-87.6676023606
Sheridan Elem Math & Science Acad,41.7843127030999,-87.6885859127999
Sherman Elem School,41.8110694495,-87.7041619277
Sherwood Elem School,41.7317174209999,-87.5527513156
Shields Elem School,41.7997397751,-87.6502115818999
Shields Middle School,41.735211585,-87.7040593884999
Shoesmith Elem School,41.7908276853,-87.6322793350999
Shoop Math-Sci Tech Elem Academy,41.8159099725,-87.6896105583
Simeon Career Academy High School,41.8028808659,-87.6623145150999
Simpson Acad HS for Young Women,41.8425338464,-87.695224323
Skinner Elem School,41.8042665794,-87.5939042778999
Skinner North Elem Sch,41.7934518964,-87.7113690306999
Smith  W Elem School,41.9945134479999,-87.6685032710999
Smyser Elem School,41.8790751068,-87.6594182663999
Smyth  J Elem School,41.7169881774999,-87.5969684965999
Solomon Elem School,41.9588686516,-87.7819377817999
Zaragoza High School,41.940043132,-87.7248117416
South Loop Elem School,41.8157883917999,-87.6336278038999
South Shore Intl Col Prep HS,41.7952016620999,-87.7110221811
South Shore Fine Arts Elem Sch,41.9357940433,-87.6805987585999
Southside Occupational Acad Hs,41.7805269301,-87.7179770874
Spencer Technology Acad Elem Sch,41.8653784595,-87.6534452429999
Spry Elem Community School,41.9939426911,-87.7240058512
Spry Community Links High School,41.9617218110999,-87.7071139757999
Stagg Elem School,41.8577273715999,-87.6752098518
Steinmetz College Prep HS,41.9463432311,-87.7356352652
STEM Magnet Academy Elem,41.7711065099,-87.7399209599
Stevenson Elem School,41.8848771225,-87.7504080214999
Stock Early Childhood Center,41.9141512279,-87.7986839743
Stone Elem Scholastic Academy,41.7471076026999,-87.7316290538
Stowe Elem School,41.6964954761999,-87.6400102081999
Suder Montessori Elem Magnet Schl,41.7643796381,-87.7064440066999
Sullivan High School,41.9890331928,-87.6651879968
Sumner Elem Math & Sci Comm Acad,41.9119106404,-87.7133170225999
Sutherland Elem School,41.743828102,-87.5429642458999
Swift Elem Specialty School,41.8708026871999,-87.7335110498
Taft High School,41.9356342059,-87.7834784907999
Talcott Elem School,41.7114444432,-87.676857787
Talman Elem School,41.7984644187,-87.6257282445999
Tanner Elem School,41.8618368493999,-87.7031020633999
Tarkington Elem School,41.8360356836,-87.7341216358999
Taylor Elem School,41.9891396826999,-87.6582593068
Team Englewood Comm Acad HS,41.8670136515,-87.7263136989
Telpochcalli Elem School,41.7851833424,-87.6085962384999
Thomas Early Childhood Center,41.8788478048999,-87.6887239489
Thorp  J N Elem School,41.7154703702999,-87.5329341422999
Thorp  O A Elem Scholastic Acad,41.6775328841,-87.6581115778
Tilden Career Communty Academy HS,42.0026869267,-87.6692289262
Till Elem Math & Science Academy,41.8299923302,-87.6411392589999
Tilton Elem School,41.7333296560999,-87.5444418175
Tonti Elem School,41.9485438736999,-87.7776307207
Turner-Drew Elem Language Academy,41.7809552267,-87.7875677723999
Twain Elem School,41.8841016073999,-87.7306030976999
Univ of Chicago Elem Charter Schl,41.8277515955999,-87.6085142901
Univ of Chicago Elem Charter Schl,41.8113891193,-87.5985199032
Univ of Chicago Elem Charter Schl,41.7781185053,-87.5980804463
Univ of Chicago Elem Charter Schl,41.8136148354999,-87.6083625322
UNO Acad Elem School,41.8228563157,-87.6939948957
UNO Network Charter School,41.801043391,-87.7087601321999
Uno Network Elem Charter School,41.8595314466,-87.6679497479999
Uno Network Elem Charter School,41.9375032175,-87.6995937796999
,41.8131100186,-87.6932017108999
UNO Network Charter Schools,41.8078400695999,-87.7303591385
Uno Network Elem Charter School,41.8082813882,-87.6973933334
UNO Network Charter Schools,41.9179521228,-87.7877937009999
UNO Network Charter Schools,42.0164781781,-87.6843690134
Uno Network Elem Charter School,41.85006285,-87.6925516058999
Uno Network Elem Charter School,41.8078400695999,-87.7303591385
,41.8017620743,-87.7110616587
Uno Network Elem Charter School,41.8078400695999,-87.7303591385
UNO Network Charter School,41.9003161969,-87.6898950622999
Uno Network Elem Charter School,41.7999296461999,-87.6938983027999
Uplift Community High School,41.7820414043,-87.6716251948
Urban Prep Chtr Acad Bronzeville HS,41.8440435791,-87.6285167492
Urban Prep Chtr Acad Englewood HS,41.7815051900999,-87.6350153384999
Urban Prep Chtr Acad West Campus HS,41.8625125845999,-87.6601057206
Vanderpoel Elem Magnet School,41.7875226650999,-87.7082158438
Vaughn Occupational High School,41.7058594383,-87.6537125969999
Vick Early Childhood & Family Ctr,41.7846813513,-87.6571325466999
VOISE Academy High School,41.8281457905999,-87.6327202981999
Volta Elem School,41.7208232142999,-87.6655229337
Linne Elem School,41.797685342,-87.6598961515
Von Steuben Metro Science HS,41.8075094709,-87.6430031536
Wacker Elem School,41.9568240306,-87.6460475368999
Wadsworth Elem School,41.9716342039,-87.7245684532999
Walsh Elem School,41.7734783216999,-87.6009814581999
Ward  J Elem School,41.8409294755999,-87.7050634991999
Ward  L Elem School,41.8602314637,-87.6925249792
Warren Elem School,41.8548351526,-87.6481228713
Washington  G High School,41.9731844483,-87.7134230181
Washington  G Elem School,41.8439794256999,-87.6353924773
Washington  H Elem School,41.9834832307,-87.6658505550999
Waters Elem School,41.7267623979,-87.5753891746
Webster Elem School,41.6881589258999,-87.5360151861
Wells Community Academy HS,41.9182675643,-87.6460460882999
Wells Preparatory Elem Academy,41.7741643482,-87.6750599476
Wentworth Elem School,41.9643659734,-87.6912957515999
West Park Elem Academy,41.9061825912,-87.7299552273999
West Ridge Elementary School,41.9349313248999,-87.7700905181
Westcott Elem School,41.7471851188999,-87.6280769913
Westinghouse High School,41.9116462562,-87.7352368523
Whistler Elem School,41.8699432951,-87.7275250911999
White Elem Career Academy,41.7331597507999,-87.5895902041999
Whitney Elem School,41.6839064134999,-87.6554204212
Whittier Elem School,41.7923466681999,-87.7109506711999
Wildwood Elem School,41.8504534519,-87.6733908649
Williams Medical Prep High Sch,41.7053148832999,-87.6298680343
Woodlawn Elem Community School,41.8991718943999,-87.7557765292
Woodson South Elem School,41.9421377377,-87.7764315432
World Language High School,41.9890331928,-87.6651879968
Yates Elem School,42.0075054013,-87.7783138193999
Youth Connections Charter HS,41.8572081061,-87.6448512710999
Youth Connections Charter HS,41.9379166697,-87.7270766439
Youth Connections Charter HS,41.9015730770999,-87.7068231620999
Youth Connections Charter HS,41.8949489510999,-87.7602207293
Youth Connections Charter HS,41.9028771377999,-87.6960063547
Youth Connections Charter HS,41.8651973419,-87.7250663892999
Youth Connections Charter HS,41.7301309329999,-87.6070165377
Youth Connections Charter HS,41.8320716345999,-87.6267447821
Youth Connections Charter HS,41.8804746267,-87.7425394305
Youth Connections Charter HS,41.8093305545,-87.6165139708
Youth Connections Charter HS,41.8118176344,-87.631990875
Youth Connections Charter HS,41.8546639310999,-87.6954667066
Youth Connections Charter HS,41.841331691,-87.62529408
Youth Connections Charter HS,41.7129281790999,-87.592368917
Youth Connections Charter HS,41.7463063442,-87.5784662625
Youth Connections Charter HS,41.9653222409,-87.6592405985
Youth Connections Charter HS,41.8762892935,-87.6741375554999
Youth Connections Charter HS,41.8908064653,-87.7020163485999
Youth Connections Charter HS,41.9022674726999,-87.7488106939999
Youth Connections Charter HS,41.7513776106,-87.6416945471
Young Womens Leadership Chartr HS,41.8445432736,-87.6187604881999
York Alternative High School,41.7598529312,-87.6759101223999
Young Elem School,41.8528272101999,-87.6293087389999
Young Magnet High School,41.6912481756999,-87.7177706096999
Zapata Elem Academy,41.7573400731,-87.6327735184
Ace Technical Charter High School,41.796121999,-87.6258123714
